Customer_ID,Gender,Age,Marital_status,Children,Tenure_months,Monthly_charges,Total_charges,Phone,Internet,Contract,Paperless_billing,Payment_method,Churn
5426,Female,58,NULL,NULL,45,51,2264.5,No,DSL,Yearly,No,Bank transfer (automatic),No
5427,Male,67,1,0,29,69.05,1958.45,Yes,DSL,Yearly,No,Bank transfer (automatic),No
5428,Female,26,1,0,56,60.25,3282.75,Yes,DSL,Yearly,Yes,Credit card (automatic),No
5429,Female,30,NULL,0,11,44.05,483.7,Yes,DSL,Monthly,Yes,Electronic check,Yes
5430,Female,53,0,1,4,80.25,303.7,Yes,Fiber,Monthly,Yes,Electronic check,No
5431,Female,62,0,NULL,60,110.8,6640.7,Yes,Fiber,Biyearly,Yes,Credit card (automatic),No
5432,Male,51,0,0,23,96.9,2085.45,Yes,Fiber,Monthly,Yes,Credit card (automatic),No
5433,Female,48,1,1,5,53.8,283.95,Yes,DSL,Monthly,Yes,Electronic check,No
5434,Male,41,NULL,NULL,13,52.1,670.65,Yes,DSL,Monthly,Yes,Credit card (automatic),No
5435,Female,69,NULL,NULL,2,70.65,142.35,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5436,Male,38,NULL,0,40,104.5,4036.85,Yes,Fiber,Monthly,Yes,Credit card (automatic),Yes
5437,Female,66,1,1,1,81.95,81.95,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5438,Male,63,NULL,NULL,23,90.45,2117.25,Yes,Fiber,Monthly,Yes,Electronic check,No
5439,Male,53,NULL,1,57,18.8,1094.35,Yes,No,Biyearly,No,Credit card (automatic),No
5440,Female,67,0,NULL,61,79.4,4820.55,Yes,DSL,Yearly,Yes,Electronic check,No
5441,Male,77,0,0,29,98.5,3004.15,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5442,Female,76,0,0,5,88.9,454.15,Yes,Fiber,Monthly,Yes,Mailed check,Yes
5443,Male,27,NULL,1,66,20,1374.2,Yes,No,Biyearly,No,Credit card (automatic),No
5444,Male,65,NULL,1,39,106.4,4040.65,Yes,Fiber,Monthly,Yes,Electronic check,No
5445,Female,54,NULL,NULL,1,69.55,69.55,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5446,Male,49,NULL,0,64,94.25,6081.4,Yes,Fiber,Monthly,Yes,Electronic check,No
5447,Male,65,1,NULL,43,89.55,3856.75,Yes,Fiber,Monthly,Yes,Mailed check,Yes
5448,Female,68,1,1,15,76.5,1155.6,Yes,DSL,Monthly,No,Bank transfer (automatic),No
5449,Female,28,NULL,NULL,1,43.95,43.95,Yes,DSL,Monthly,No,Credit card (automatic),No
5450,Male,28,1,1,66,29.45,1983.15,No,DSL,Yearly,No,Credit card (automatic),No
5451,Female,59,NULL,1,31,99.95,3186.65,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5452,Male,30,0,1,38,95.1,3691.2,Yes,Fiber,Monthly,Yes,Credit card (automatic),No
5453,Female,60,NULL,0,1,20.3,20.3,Yes,No,Monthly,No,Credit card (automatic),No
5454,Female,32,0,NULL,26,95,2497.2,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5455,Female,47,NULL,1,1,20.4,20.4,Yes,No,Monthly,No,Mailed check,No
5456,Female,70,1,1,10,19.8,196.75,Yes,No,Monthly,Yes,Bank transfer (automatic),No
5457,Male,41,1,0,49,90.4,4494.65,Yes,Fiber,Monthly,Yes,Credit card (automatic),No
5458,Male,25,0,1,58,92.85,5305.05,Yes,Fiber,Monthly,Yes,Electronic check,No
5459,Female,46,0,NULL,11,79,929.3,Yes,Fiber,Monthly,Yes,Bank transfer (automatic),No
5460,Female,27,NULL,NULL,16,19.35,275.9,Yes,No,Monthly,No,Mailed check,No
5461,Male,37,NULL,0,37,104.5,3778,Yes,Fiber,Yearly,Yes,Credit card (automatic),No
5462,Female,75,NULL,0,6,29.45,161.45,No,DSL,Monthly,No,Bank transfer (automatic),No
5463,Female,46,1,0,5,75.6,402.5,Yes,Fiber,Monthly,No,Electronic check,No
5464,Female,23,NULL,NULL,35,62.15,2215.45,Yes,DSL,Yearly,Yes,Bank transfer (automatic),No
5465,Male,27,1,NULL,10,19.95,219.5,Yes,No,Yearly,Yes,Bank transfer (automatic),No
5466,Male,74,1,1,16,19.75,313.4,Yes,No,Monthly,No,Electronic check,No
5467,Female,27,0,NULL,62,43.6,2748.7,No,DSL,Biyearly,Yes,Credit card (automatic),No
5468,Male,26,NULL,NULL,16,19.7,342.4,Yes,No,Monthly,Yes,Mailed check,Yes
5469,Female,40,1,NULL,65,105.05,6914.95,Yes,Fiber,Monthly,Yes,Electronic check,No
5470,Female,56,1,1,14,91.65,1301,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5471,Male,68,NULL,NULL,20,68.7,1416.2,Yes,DSL,Yearly,Yes,Electronic check,No
5472,Female,21,1,1,60,101.4,6176.6,Yes,Fiber,Yearly,Yes,Bank transfer (automatic),No
5473,Male,48,NULL,NULL,1,25.35,25.35,No,DSL,Monthly,No,Mailed check,No
5474,Female,41,1,NULL,1,19.5,19.5,Yes,No,Monthly,Yes,Mailed check,No
5475,Male,33,NULL,1,2,44.15,92.65,Yes,DSL,Monthly,Yes,Electronic check,Yes
5476,Male,24,NULL,NULL,2,74.85,156.4,Yes,Fiber,Monthly,Yes,Mailed check,Yes
5477,Female,69,NULL,1,38,54.5,2076.05,Yes,DSL,Monthly,No,Electronic check,No
5478,Male,22,NULL,NULL,24,39.1,971.3,No,DSL,Monthly,No,Bank transfer (automatic),Yes
5479,Male,41,NULL,0,39,59.8,2343.85,Yes,DSL,Yearly,No,Electronic check,No
5480,Male,62,1,NULL,27,80.85,2204.35,Yes,DSL,Yearly,No,Mailed check,No
5481,Female,74,1,1,28,35.9,973.65,No,DSL,Monthly,Yes,Electronic check,No
5482,Male,76,1,NULL,14,20.4,275.7,Yes,No,Yearly,No,Bank transfer (automatic),No
5483,Female,78,1,1,1,48.6,48.6,Yes,DSL,Monthly,Yes,Credit card (automatic),Yes
5484,Male,45,1,NULL,2,74.7,165.4,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5485,Male,79,1,0,24,51.1,1269.6,Yes,DSL,Monthly,Yes,Credit card (automatic),No
5486,Female,22,NULL,0,55,73.1,4144.9,Yes,Fiber,Monthly,Yes,Electronic check,No
5487,Male,41,0,1,72,99.15,7422.1,Yes,Fiber,Biyearly,Yes,Electronic check,No
5488,Male,53,1,NULL,56,100.55,5514.95,Yes,Fiber,Yearly,Yes,Electronic check,No
5489,Male,43,1,NULL,9,94.05,811.65,Yes,Fiber,Monthly,Yes,Electronic check,No
5490,Female,40,1,1,5,67.95,350.3,Yes,DSL,Monthly,No,Bank transfer (automatic),Yes
5491,Female,33,0,NULL,58,55.5,3166.9,No,DSL,Biyearly,Yes,Credit card (automatic),No
5492,Male,34,0,0,26,20.3,511.25,Yes,No,Monthly,Yes,Electronic check,No
5493,Female,55,NULL,NULL,13,30.15,382.2,No,DSL,Monthly,No,Electronic check,No
5494,Female,47,1,0,26,38.85,1025.15,No,DSL,Monthly,No,Credit card (automatic),No
5495,Female,26,NULL,NULL,58,110.65,6526.65,Yes,Fiber,Yearly,Yes,Credit card (automatic),No
5496,Male,66,0,1,35,73.45,2661.1,Yes,DSL,Yearly,Yes,Bank transfer (automatic),No
5497,Female,53,1,0,21,58.85,1215.45,Yes,DSL,Yearly,Yes,Credit card (automatic),No
5498,Male,54,NULL,NULL,72,114.3,8058.55,Yes,Fiber,Biyearly,Yes,Credit card (automatic),No
5499,Male,55,NULL,1,20,19.4,415.4,Yes,No,Monthly,No,Mailed check,No
5500,Female,40,0,1,1,19.9,19.9,Yes,No,Monthly,Yes,Mailed check,Yes
5501,Female,71,NULL,0,9,80.55,653.9,Yes,Fiber,Monthly,No,Electronic check,No
5502,Female,37,1,NULL,40,74.8,2971.7,Yes,Fiber,Monthly,No,Credit card (automatic),No
5503,Female,22,1,NULL,9,55.3,501.2,Yes,DSL,Monthly,Yes,Mailed check,No
5504,Female,78,NULL,1,56,96.85,5219.65,Yes,Fiber,Monthly,Yes,Electronic check,No
5505,Female,57,1,1,25,54.1,1373,Yes,DSL,Monthly,No,Electronic check,No
5506,Female,40,NULL,1,11,97.85,1105.4,Yes,Fiber,Monthly,Yes,Bank transfer (automatic),Yes
5507,Female,68,1,1,28,56.05,1522.65,Yes,DSL,Monthly,No,Electronic check,No
5508,Female,56,NULL,1,67,50.55,3431.75,Yes,DSL,Yearly,No,Credit card (automatic),No
5509,Male,42,0,1,17,50.3,846.8,Yes,DSL,Monthly,Yes,Mailed check,No
5510,Female,72,NULL,NULL,22,90,1993.8,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5511,Female,25,1,0,19,44.9,839.65,Yes,DSL,Monthly,No,Mailed check,No
5512,Male,21,NULL,NULL,11,20.45,250.8,Yes,No,Monthly,Yes,Electronic check,No
5513,Female,25,NULL,NULL,38,84.25,3264.5,Yes,Fiber,Monthly,Yes,Credit card (automatic),Yes
5514,Male,31,0,1,56,96.95,5432.2,Yes,Fiber,Monthly,Yes,Credit card (automatic),No
5515,Male,61,NULL,1,18,78.55,1422.65,Yes,Fiber,Monthly,No,Electronic check,Yes
5516,Male,45,0,1,21,65.35,1424.4,Yes,DSL,Monthly,No,Bank transfer (automatic),No
5517,Female,44,NULL,NULL,14,59.1,772.85,Yes,DSL,Yearly,No,Credit card (automatic),No
5518,Male,56,NULL,NULL,8,94.7,740.3,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5519,Male,66,NULL,NULL,39,19.35,779.2,Yes,No,Yearly,No,Bank transfer (automatic),No
5520,Female,63,0,1,37,101.9,3545.35,Yes,Fiber,Monthly,Yes,Bank transfer (automatic),Yes
5521,Male,41,1,NULL,5,80.6,415.55,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5522,Female,79,0,NULL,72,74.35,5237.4,Yes,DSL,Biyearly,Yes,Electronic check,No
5523,Female,32,1,NULL,59,18.4,1057.85,Yes,No,Biyearly,No,Bank transfer (automatic),No
5524,Male,52,NULL,0,29,45,1242.45,No,DSL,Monthly,Yes,Mailed check,No
5525,Male,65,0,1,34,116.25,3899.05,Yes,Fiber,Yearly,No,Credit card (automatic),No
5526,Male,38,NULL,1,71,19.8,1388.45,Yes,No,Biyearly,No,Credit card (automatic),No
5527,Female,48,NULL,1,60,50.8,3027.4,No,DSL,Monthly,Yes,Electronic check,Yes
5528,Male,23,NULL,0,66,91.7,6075.9,Yes,DSL,Biyearly,No,Bank transfer (automatic),No
5529,Male,29,NULL,0,41,25.25,996.45,Yes,No,Monthly,Yes,Bank transfer (automatic),No
5530,Male,32,NULL,0,33,88.95,3027.65,Yes,Fiber,Biyearly,Yes,Electronic check,No
5531,Female,43,NULL,1,2,95.15,196.9,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5532,Male,26,1,1,12,94.55,1173.55,Yes,Fiber,Monthly,No,Electronic check,No
5533,Male,72,NULL,NULL,44,20.05,845.25,Yes,No,Biyearly,No,Mailed check,No
5534,Female,78,0,NULL,24,69.45,1614.05,Yes,DSL,Monthly,Yes,Bank transfer (automatic),No
5535,Male,47,1,NULL,2,20.2,34.75,Yes,No,Yearly,No,Mailed check,No
5536,Female,41,NULL,0,70,90.85,6470.1,Yes,Fiber,Monthly,Yes,Electronic check,No
5537,Male,59,1,NULL,64,24.4,1548.65,Yes,No,Biyearly,Yes,Bank transfer (automatic),No
5538,Male,59,1,0,3,35.45,106.85,No,DSL,Monthly,Yes,Mailed check,Yes
5539,Female,78,NULL,0,24,21.1,490.65,Yes,No,Biyearly,Yes,Credit card (automatic),No
5540,Female,44,0,1,33,90.65,2989.6,Yes,Fiber,Monthly,Yes,Electronic check,No
5541,Male,41,NULL,NULL,67,19.8,1311.3,Yes,No,Biyearly,Yes,Mailed check,No
5542,Male,37,NULL,1,72,19.7,1421.9,Yes,No,Biyearly,No,Credit card (automatic),No
5543,Male,65,NULL,0,0,25.35, ,Yes,No,Biyearly,No,Mailed check,No
5544,Male,64,0,1,34,78.95,2647.2,Yes,Fiber,Yearly,Yes,Bank transfer (automatic),No
5545,Female,68,0,0,21,95.4,2025.1,Yes,Fiber,Monthly,Yes,Bank transfer (automatic),No
5546,Male,22,1,1,71,85.45,6028.95,Yes,Fiber,Yearly,Yes,Credit card (automatic),No
5547,Female,71,1,0,1,80.25,80.25,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5548,Male,80,1,1,25,75.5,1901.05,Yes,Fiber,Monthly,Yes,Electronic check,No
5549,Female,27,NULL,1,10,65.9,660.05,Yes,DSL,Yearly,Yes,Mailed check,No
5550,Female,29,0,NULL,23,20.05,415.1,Yes,No,Yearly,No,Mailed check,No
5551,Male,65,1,NULL,69,53.65,3804.4,Yes,DSL,Yearly,Yes,Credit card (automatic),No
5552,Female,36,0,1,59,79.85,4786.1,Yes,DSL,Yearly,No,Credit card (automatic),No
5553,Male,63,1,NULL,2,85.65,181.5,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5554,Male,70,1,1,20,98.55,2031.95,Yes,Fiber,Monthly,Yes,Mailed check,No
5555,Male,78,1,NULL,30,19.05,637.55,Yes,No,Biyearly,No,Mailed check,No
5556,Female,73,NULL,NULL,61,24.1,1551.6,Yes,No,Biyearly,Yes,Mailed check,No
5557,Male,59,NULL,0,21,20.5,402.85,Yes,No,Monthly,No,Credit card (automatic),No
5558,Female,33,0,1,65,71,4386.2,Yes,DSL,Biyearly,No,Bank transfer (automatic),No
5559,Male,36,NULL,1,23,55.3,1284.2,Yes,DSL,Monthly,Yes,Bank transfer (automatic),No
5560,Male,61,1,NULL,5,40,223.45,No,DSL,Monthly,No,Mailed check,Yes
5561,Male,45,0,NULL,28,18.25,534.7,Yes,No,Yearly,No,Credit card (automatic),No
5562,Male,31,NULL,0,56,59.8,3457.45,Yes,DSL,Biyearly,Yes,Bank transfer (automatic),No
5563,Male,50,NULL,0,8,75,658.1,Yes,Fiber,Monthly,Yes,Mailed check,No
5564,Female,33,NULL,NULL,42,49.55,2077.95,Yes,DSL,Monthly,Yes,Electronic check,No
5565,Male,53,1,0,48,106.1,5082.8,Yes,Fiber,Yearly,Yes,Credit card (automatic),Yes
5566,Male,28,1,NULL,44,111.5,4915.15,Yes,Fiber,Monthly,Yes,Electronic check,No
5567,Female,50,NULL,0,50,100.2,5038.45,Yes,Fiber,Biyearly,Yes,Mailed check,No
5568,Female,45,NULL,0,28,80.6,2244.95,Yes,Fiber,Monthly,Yes,Electronic check,No
5569,Male,42,NULL,1,1,44.15,44.15,Yes,DSL,Monthly,Yes,Mailed check,Yes
5570,Female,67,NULL,NULL,65,105.5,6985.65,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5571,Female,69,NULL,0,46,55,2473.95,Yes,DSL,Monthly,No,Bank transfer (automatic),No
5572,Female,33,1,0,19,20.2,382.2,Yes,No,Monthly,No,Mailed check,No
5573,Female,26,NULL,NULL,50,106.8,5347.95,Yes,Fiber,Yearly,Yes,Electronic check,No
5574,Male,68,1,1,27,55.45,1477.65,Yes,DSL,Yearly,No,Bank transfer (automatic),No
5575,Male,59,NULL,0,1,48.75,48.75,Yes,DSL,Monthly,Yes,Mailed check,No
5576,Female,72,1,NULL,24,19.55,470.2,Yes,No,Biyearly,Yes,Bank transfer (automatic),No
5577,Female,78,0,1,62,113.95,6891.4,Yes,Fiber,Biyearly,No,Mailed check,No
5578,Male,38,0,0,5,85.3,424.15,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5579,Female,34,NULL,NULL,19,96.8,1743.05,Yes,Fiber,Monthly,Yes,Electronic check,No
5580,Male,33,NULL,NULL,51,99,5038.15,Yes,Fiber,Monthly,Yes,Electronic check,No
5581,Female,77,NULL,1,2,87.15,183.75,Yes,Fiber,Monthly,Yes,Bank transfer (automatic),Yes
5582,Male,45,NULL,NULL,3,53.4,188.7,Yes,DSL,Monthly,No,Credit card (automatic),Yes
5583,Female,68,1,1,62,54.75,3425.35,Yes,DSL,Yearly,No,Credit card (automatic),No
5584,Female,26,NULL,NULL,60,19.85,1128.1,Yes,No,Biyearly,No,Bank transfer (automatic),No
5585,Male,77,1,1,3,81.35,233.7,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5586,Female,47,NULL,0,15,48.85,736.8,Yes,DSL,Monthly,No,Electronic check,No
5587,Female,26,NULL,0,62,84.45,4959.15,Yes,Fiber,Yearly,No,Electronic check,No
5588,Male,66,1,1,1,25,25,Yes,No,Monthly,Yes,Mailed check,No
5589,Male,69,NULL,1,39,105.65,4284.8,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5590,Male,67,1,1,2,19.2,37.2,Yes,No,Monthly,No,Electronic check,No
5591,Female,73,NULL,1,7,78.55,522.95,Yes,Fiber,Monthly,Yes,Bank transfer (automatic),No
5592,Male,30,1,1,1,49.65,49.65,Yes,DSL,Monthly,Yes,Mailed check,Yes
5593,Male,23,1,NULL,40,70.75,2921.75,Yes,DSL,Yearly,No,Credit card (automatic),No
5594,Male,39,0,0,5,20.2,83.75,Yes,No,Monthly,No,Mailed check,No
5595,Male,29,NULL,0,40,62.05,2511.55,No,DSL,Yearly,No,Credit card (automatic),No
5596,Female,30,0,1,70,75.5,5212.65,Yes,DSL,Biyearly,Yes,Bank transfer (automatic),No
5597,Male,59,1,1,52,105,5426.85,Yes,Fiber,Yearly,Yes,Bank transfer (automatic),Yes
5598,Female,48,1,NULL,4,70.05,266.9,Yes,Fiber,Monthly,Yes,Credit card (automatic),Yes
5599,Male,38,1,NULL,25,105.95,2655.25,Yes,Fiber,Monthly,No,Mailed check,Yes
5600,Female,76,0,1,9,45.15,416.45,Yes,DSL,Monthly,No,Electronic check,Yes
5601,Female,69,NULL,NULL,22,55.15,1206.05,Yes,DSL,Monthly,No,Electronic check,Yes
5602,Female,32,0,NULL,17,85.45,1451.6,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5603,Female,21,1,NULL,42,95.05,3944.5,Yes,Fiber,Monthly,Yes,Electronic check,No
5604,Male,66,0,1,35,69,2441.7,Yes,DSL,Yearly,Yes,Electronic check,No
5605,Female,79,0,NULL,21,55.95,1157.05,No,DSL,Yearly,Yes,Electronic check,Yes
5606,Male,44,NULL,1,40,104.8,4131.95,Yes,Fiber,Monthly,No,Bank transfer (automatic),Yes
5607,Female,44,0,NULL,65,106.25,6979.8,Yes,Fiber,Yearly,Yes,Electronic check,Yes
5608,Male,38,NULL,1,2,20.05,42.7,Yes,No,Monthly,No,Mailed check,No
5609,Female,45,1,0,36,75.55,2680.15,Yes,DSL,Yearly,Yes,Mailed check,No
5610,Female,38,0,NULL,49,98.35,4889.2,Yes,Fiber,Monthly,Yes,Electronic check,No
5611,Female,45,NULL,1,45,73.55,3349.1,Yes,DSL,Biyearly,No,Mailed check,No
5612,Female,62,0,NULL,18,90.1,1612.75,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5613,Female,43,1,NULL,26,90.8,2361.8,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5614,Male,69,NULL,NULL,34,108.9,3625.2,Yes,Fiber,Monthly,Yes,Electronic check,No
5615,Male,73,1,NULL,60,65.85,3928.3,Yes,DSL,Yearly,Yes,Bank transfer (automatic),No
5616,Male,30,1,NULL,47,107.35,5118.95,Yes,Fiber,Monthly,Yes,Bank transfer (automatic),Yes
5617,Male,45,NULL,NULL,27,84.8,2309.55,Yes,DSL,Monthly,Yes,Bank transfer (automatic),No
5618,Male,78,NULL,1,58,70.1,4048.95,Yes,DSL,Biyearly,No,Bank transfer (automatic),No
5619,Female,30,0,NULL,13,45.3,528.45,No,DSL,Monthly,No,Electronic check,No
5620,Female,52,1,NULL,38,89.1,3342,Yes,Fiber,Yearly,Yes,Mailed check,No
5621,Female,49,NULL,NULL,66,92.15,6056.9,Yes,Fiber,Yearly,Yes,Bank transfer (automatic),No
5622,Male,66,NULL,1,37,101.1,3744.05,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5623,Male,38,1,NULL,69,24.45,1718.2,Yes,No,Biyearly,No,Bank transfer (automatic),No
5624,Male,31,NULL,1,50,35,1782.4,No,DSL,Monthly,Yes,Mailed check,No
5625,Female,26,0,1,3,63.6,155.65,Yes,DSL,Monthly,Yes,Electronic check,Yes
5626,Male,37,0,1,1,20.55,20.55,Yes,No,Monthly,No,Credit card (automatic),No
5627,Male,79,1,0,1,20.5,20.5,Yes,No,Monthly,No,Mailed check,Yes
5628,Male,70,NULL,NULL,4,30.5,118.4,No,DSL,Monthly,No,Electronic check,No
5629,Male,54,1,1,2,53.85,108.15,Yes,DSL,Monthly,Yes,Mailed check,Yes
5630,Female,56,NULL,NULL,47,26.9,1250.85,Yes,No,Yearly,No,Electronic check,No
5631,Female,67,1,0,16,19.35,295.55,Yes,No,Yearly,No,Credit card (automatic),No
5632,Male,32,0,NULL,1,51.25,51.25,Yes,DSL,Monthly,No,Mailed check,Yes
5633,Female,57,NULL,NULL,59,80.1,4693.2,Yes,DSL,Yearly,Yes,Electronic check,No
5634,Male,42,NULL,0,21,20,417.7,Yes,No,Monthly,No,Mailed check,No
5635,Male,27,0,NULL,57,20.55,1252.85,Yes,No,Biyearly,No,Credit card (automatic),No
5636,Female,61,1,NULL,11,20,196.35,Yes,No,Yearly,Yes,Mailed check,No
5637,Male,71,NULL,NULL,2,71.3,157.75,Yes,Fiber,Monthly,Yes,Credit card (automatic),No
5638,Female,36,1,0,27,90.15,2423.4,Yes,Fiber,Monthly,No,Bank transfer (automatic),No
5639,Male,32,0,NULL,67,20.5,1430.95,Yes,No,Biyearly,No,Bank transfer (automatic),No
5640,Male,29,0,1,23,81,1917.1,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5641,Female,57,0,NULL,28,110.85,3204.4,Yes,Fiber,Monthly,Yes,Electronic check,No
5642,Female,69,NULL,NULL,1,45,45,Yes,DSL,Monthly,Yes,Electronic check,No
5643,Female,29,NULL,NULL,26,78.8,2006.1,Yes,Fiber,Monthly,Yes,Electronic check,No
5644,Male,31,0,0,1,79.25,79.25,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5645,Female,59,1,1,45,100.15,4459.8,Yes,Fiber,Yearly,Yes,Bank transfer (automatic),No
5646,Male,70,NULL,0,1,50.45,50.45,Yes,DSL,Monthly,Yes,Electronic check,Yes
5647,Female,32,NULL,0,69,99.15,6875.35,Yes,Fiber,Biyearly,No,Bank transfer (automatic),No
5648,Female,23,NULL,1,12,20.3,224.5,Yes,No,Biyearly,No,Bank transfer (automatic),No
5649,Female,21,0,0,1,45.7,45.7,Yes,DSL,Monthly,Yes,Electronic check,Yes
5650,Female,44,1,1,20,19.25,375.25,Yes,No,Monthly,No,Bank transfer (automatic),No
5651,Male,40,NULL,NULL,8,66.65,520.95,Yes,DSL,Monthly,Yes,Electronic check,No
5652,Male,57,1,NULL,44,65.4,2774.55,Yes,DSL,Yearly,No,Electronic check,No
5653,Female,40,NULL,0,41,66.5,2728.6,Yes,DSL,Yearly,Yes,Bank transfer (automatic),Yes
5654,Female,67,NULL,NULL,48,82.05,4029.95,Yes,Fiber,Yearly,Yes,Mailed check,Yes
5655,Male,68,0,NULL,60,90.95,5453.4,Yes,Fiber,Yearly,No,Electronic check,Yes
5656,Male,57,0,1,18,55.2,1058.1,Yes,DSL,Monthly,No,Credit card (automatic),No
5657,Female,61,0,1,27,101.9,2681.15,Yes,Fiber,Yearly,Yes,Credit card (automatic),No
5658,Female,77,NULL,NULL,12,25.25,274.7,Yes,No,Biyearly,No,Credit card (automatic),No
5659,Male,43,NULL,NULL,1,80.5,80.5,Yes,Fiber,Monthly,No,Electronic check,Yes
5660,Male,22,1,NULL,11,111.4,1183.05,Yes,Fiber,Monthly,Yes,Electronic check,No
5661,Female,28,1,0,5,55.8,300.4,Yes,DSL,Monthly,No,Credit card (automatic),No
5662,Female,54,1,NULL,60,70.15,4224.7,Yes,DSL,Yearly,Yes,Credit card (automatic),No
5663,Female,41,NULL,NULL,59,107,6152.3,Yes,Fiber,Yearly,Yes,Credit card (automatic),No
5664,Female,56,1,NULL,28,39.1,1096.6,No,DSL,Yearly,Yes,Electronic check,No
5665,Male,37,1,NULL,20,108.2,2203.7,Yes,Fiber,Monthly,Yes,Bank transfer (automatic),No
5666,Female,62,0,1,2,85.55,187.45,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5667,Male,32,NULL,NULL,29,24.85,788.05,No,DSL,Yearly,Yes,Mailed check,No
5668,Female,71,0,0,2,79.55,151.75,Yes,Fiber,Monthly,No,Electronic check,No
5669,Male,42,0,NULL,62,104.05,6590.5,Yes,Fiber,Biyearly,Yes,Electronic check,No
5670,Female,42,NULL,NULL,1,75.05,75.05,Yes,Fiber,Monthly,Yes,Mailed check,Yes
5671,Female,27,NULL,NULL,23,94.75,2293.6,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5672,Female,36,NULL,NULL,64,24.05,1559.15,Yes,No,Biyearly,Yes,Mailed check,No
5673,Female,46,NULL,NULL,11,70.5,829.3,Yes,DSL,Monthly,No,Mailed check,No
5674,Male,51,NULL,0,39,100.55,3895.35,Yes,Fiber,Biyearly,No,Mailed check,No
5675,Male,34,0,NULL,24,89.85,2165.05,Yes,Fiber,Monthly,Yes,Mailed check,Yes
5676,Female,54,NULL,1,5,25.05,125.5,No,DSL,Monthly,No,Mailed check,No
5677,Male,62,NULL,0,41,20,879.8,Yes,No,Biyearly,Yes,Mailed check,No
5678,Male,37,NULL,NULL,40,42.35,1716.45,No,DSL,Yearly,Yes,Electronic check,Yes
5679,Male,68,1,NULL,9,55.35,449.75,Yes,DSL,Monthly,No,Electronic check,Yes
5680,Male,28,1,NULL,55,116.5,6382.55,Yes,Fiber,Monthly,Yes,Electronic check,No
5681,Male,37,1,1,21,19.6,390.4,Yes,No,Biyearly,No,Mailed check,No
5682,Female,25,NULL,NULL,27,19.6,561.15,Yes,No,Biyearly,Yes,Mailed check,No
5683,Male,73,1,0,33,61.05,2018.4,Yes,DSL,Biyearly,Yes,Mailed check,No
5684,Male,48,0,1,2,20.75,44.2,Yes,No,Monthly,No,Mailed check,No
5685,Male,48,1,1,29,19.1,529.5,Yes,No,Yearly,No,Mailed check,No
5686,Female,64,0,1,25,48.25,1293.8,No,DSL,Monthly,Yes,Electronic check,No
5687,Male,47,NULL,1,61,103.9,6449.15,Yes,Fiber,Yearly,No,Credit card (automatic),No
5688,Female,43,0,NULL,48,20.65,1057,Yes,No,Biyearly,No,Bank transfer (automatic),No
5689,Female,27,1,NULL,48,20.2,1027.25,Yes,No,Biyearly,No,Bank transfer (automatic),No
5690,Female,69,1,0,53,106.1,5769.75,Yes,Fiber,Yearly,Yes,Bank transfer (automatic),Yes
5691,Male,49,0,1,2,86,165.45,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5692,Male,61,NULL,1,33,79,2576.8,Yes,Fiber,Monthly,Yes,Credit card (automatic),No
5693,Male,21,NULL,0,1,69.85,69.85,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5694,Female,36,0,NULL,6,90.75,512.25,Yes,Fiber,Monthly,Yes,Electronic check,No
5695,Female,39,1,1,17,79.85,1387.35,Yes,DSL,Yearly,No,Credit card (automatic),No
5696,Male,35,NULL,0,16,91.55,1540.05,Yes,Fiber,Monthly,Yes,Electronic check,No
5697,Male,77,1,NULL,61,81.05,4747.65,Yes,DSL,Biyearly,Yes,Mailed check,No
5698,Female,22,NULL,NULL,10,24.5,270.15,Yes,No,Monthly,Yes,Mailed check,No
5699,Female,68,NULL,1,5,85.75,470.95,Yes,Fiber,Monthly,Yes,Electronic check,Yes
5700,Female,29,1,1,23,93.5,2341.55,Yes,Fiber,Monthly,Yes,Electronic check,No
